1	85.14
2	98.9
3	87.92
4	105.1
5	137.16
6	85.74
7	99.54
8	95.92
9	121.64
10	93.22
11	79.1
12	85.02
13	90.42
14	99.06
15	121.22
16	99.92
17	88.56
18	102.92
19	120.98
20	86.22
21	116.78
22	123.8
23	92.56
24	98.02
25	102.34
26	92.34
27	103.16
28	79.44
29	123.34
30	88.9
31	90.88
32	106.58
33	94.46
34	101.5
35	85.52
36	105
37	133.22
38	96.64
39	95.16
40	102.76
41	107.68
42	113.9
43	115.6
44	113.24
45	109.42
46	115.5
47	104.76
48	106.86
49	92.06
50	132.08
51	100.28
52	105.66
53	99.08
54	81.88
55	102.14
56	88.8
57	94.56
58	91.84
59	108.66
60	120.68
61	85.96
62	85.92
63	86.64
64	94
65	88.9
66	107.42
67	102.5
68	113.28
69	118.88
70	94.4
71	90.5
72	88.86
73	89.36
74	75.46
75	90.92
76	87.54
77	84.2
78	116.44
79	126.02
80	89.98
81	97.86
82	84.8
83	100.22
84	82.34
85	78.96
86	87.86
87	126.68
88	83.14
89	108.58
90	117.26
91	116.42
92	81.04
93	97.44
94	79.22
95	99.66
96	100.22
97	95.24
98	89.88
99	108.24
100	118.34
101	97.96
102	98.52
103	77.62
104	106.42
105	93.26
106	96.8
107	113.86
108	98.06
109	100.76
110	105.24
111	69.2
112	76.52
113	84.38
114	101.04
115	110.3
116	87.86
117	85.2
118	93.92
119	87.76
120	91.86
121	100.02
122	76.86
123	107.6
124	77.5
125	106.92
126	125.9
127	117.38
128	103.8
129	113.84
130	112.8
131	76.74
132	91.3
133	120.8
134	86.62
135	92.7
136	83.24
137	101.94
138	108.96
139	103.66
140	83.74
141	74.58
142	123.32
143	87.58
144	96.06
145	89.06
146	115.52
147	94.1
148	95.82
149	103.76
150	95.76
151	101.02
152	114.5
153	93.82
154	101.42
155	96.22
156	77.24
157	79.38
158	97.16
159	97.72
160	96.28
161	115.16
162	105.98
163	97.44
164	120.86
165	129.36
166	134.76
167	97.52
168	99.32
169	120.22
170	75.8
171	78.16
172	79.92
173	87.38
174	106.7
175	114.28
176	105.44
177	136.72
178	95.3
179	86.54
180	103.28
181	110.64
182	77.22
183	135.66
184	113.5
185	137.98
186	90.54
187	83.92
188	86.84
189	107.08
190	112.46
191	78.58
192	106.98
193	108.3
194	111.04
195	85.08
196	139.78
197	87.22
198	98.9
199	86.9
200	100.66
201	80.76
202	84.32
203	89.84
204	96.12
205	91.62
206	98.6
207	93.04
208	120.3
209	92.16
210	106.14
211	103.04
212	109.94
213	77.9
214	117.4
215	97.22
216	103.82
217	92.02
218	84.84
219	119.92
220	96.76
221	77.24
222	113.24
223	114.02
224	113.78
225	120.38
226	90.78
227	90.8
228	117.88
229	130.32
230	97.28
231	76.96
232	89.9
233	113.58
234	100.52
235	92.1
236	90.12
237	112.34
238	104.96
239	78.84
240	120.98
241	89.62
242	94.72
243	107.32
244	95.28
245	107.52
246	105.94
247	111.16
248	94.76
249	109.4
250	125.26
251	100.32
252	89.62
253	94.34
254	81.6
255	102.24
256	99.02
257	110.52
258	94.34
259	102.14
260	105.76
261	82.48
262	108.16
263	106.24
264	105.98
265	100.84
266	100.86
267	82.68
268	97.24
269	101.86
270	84.78
271	123.68
272	85.68
273	94.78
274	99.46
275	119.92
276	102.04
277	95.44
278	122.96
279	122.98
280	103.54
281	89.8
282	83.54
283	92.36
284	82.22
285	88.78
286	88.5
287	103.48
288	111.3
289	109.48
290	90.4
291	88.02
292	94.8
293	95.2
294	84.1
295	89.42
296	112.1
297	95.44
298	104.26
299	111.52
300	101.52
301	100.54
302	101.96
303	91
304	107.14
305	91.94
306	97.06
307	108.12
308	88.66
309	89.64
310	79.44
311	117.24
312	114.96
313	98.66
314	97.38
315	114.92
316	70.76
317	114.66
318	81.58
319	94.46
320	93.16
321	80.74
322	142.12
323	116.74
324	114.36
325	86.68
326	114.96
327	121.46
328	83.32
329	104
330	117.06
331	93.82
332	87.56
333	86.46
334	111.78
335	102.4
336	98.04
337	77.94
338	107.42
339	98.02
340	111
341	97.26
342	82.3
343	98.34
344	128.7
345	103.36
346	94.08
347	113.48
348	109.62
349	83.76
350	102.72
351	90.28
352	108.54
353	97.06
354	88.84
355	113.4
356	89.2
357	114.1
358	106.9
359	72.46
360	87.88
361	93.54
362	100.04
363	95.62
364	77.78
365	82.72
366	84.52
367	98.94
368	101.24
369	91.64
370	126.22
371	94.58
372	100.64
373	119.46
374	120.76
375	99.44
376	101.14
377	105.46
378	114.8
379	109.84
380	102.64
381	91.34
382	74.68
383	82.78
384	105.22
385	110.82
386	133.46
387	121.74
388	77.92
389	95.62
390	108.52
391	109.2
392	97.66
393	90.58
394	112.48
395	78.24
396	131.84
397	97.8
398	94.22
399	88.48
400	102.7
401	103.36
402	80.86
403	69.2
404	89.1
405	113.56
406	114.82
407	102.76
408	114.58
409	115.14
410	81.2
411	85.62
412	126.78
413	96.66
414	121.04
415	85.56
416	73.76
417	123.92
418	77.14
419	83.78
420	97.84
421	75.22
422	117.08
423	105.6
424	96.02
425	67.4
426	138.5
427	101.68
428	104.64
429	94.52
430	95.9
431	74.06
432	68.78
433	84.14
434	76.58
435	102.7
436	92.48
437	110.28
438	101.62
439	88.5
440	110.5
441	87.4
442	103.12
443	106.06
444	108.4
445	104.04
446	117.56
447	107.58
448	89.96
449	98.76
450	92.22
451	90.24
452	102.94
453	106.52
454	89.66
455	90.28
456	102.34
457	95.88
458	129.76
459	98
460	89.26
461	115.08
462	110.66
463	91.56
464	85.72
465	95.56
466	82.56
467	95.52
468	99.8
469	89.7
470	107.22
471	93.18
472	108.72
473	94.56
474	112.3
475	107.04
476	105.76
477	107.7
478	95.26
479	102.76
480	88
481	94
482	126.18
483	91.48
484	117.46
485	102.64
486	117.98
487	97.1
488	84.46
489	109.62
490	73.18
491	97.76
492	91.52
493	106.16
494	72.22
495	97.22
496	115.34
497	96.12
498	91.66
499	88.24
500	107.3
