0	0.782312	1.33185	5.55011
1	0.968926	0.302621	-0.00976577
2	0.608437	0.196269	0.0955943
3	0.380486	1.33906	1.54875
4	0.157583	0.730926	1.72912
5	0.829907	0.485428	0.689109
6	0.323855	1.46653	-0.475244
7	0.736106	0.312389	-1.11049
8	0.44502	1.03687	-0.235924
9	0.550309	0.951037	1.33244
10	0.869687	0.245283	-0.772874
11	0.268018	2.40556	0.006448
12	0.894688	0.480689	0.672287
13	0.486004	0.204035	-0.000167574
14	0.543567	1.89474	0.930016
15	0.208769	1.96287	12.618
16	0.818719	0.257872	-2.91261
17	0.130739	0.880632	-4.68041
18	0.109434	0.167718	-0.492117
19	0.678894	0.200021	-1.30445
20	0.217533	0.132397	0.910935
21	0.903158	2.32699	1.92685
22	0.791085	1.64692	4.36552
23	0.345548	1.16368	0.211478
24	0.774148	0.00582567	-6.56894
25	0.474069	0.531701	0.119794
26	0.37944	0.271481	1.88811
27	0.72939	0.626713	-1.05367
28	0.519749	0.0794839	-2.09919
29	0.16312	0.206598	-2.32806
30	0.225951	0.134526	154.526
31	0.885491	2.02893	-0.117203
32	0.758647	0.233061	1.00519
33	0.833281	0.140095	0.624369
34	0.319392	0.114571	-0.36063
35	0.420759	0.284838	1.17345
36	0.781818	1.78696	1.21413
37	0.258842	0.774817	0.36425
38	0.551283	0.970323	1.09555
39	0.614062	0.435268	0.636074
40	0.391871	0.752598	0.11436
41	0.202477	1.14696	0.612343
42	0.984885	0.0108949	0.86754
43	0.106055	1.06928	0.342029
44	0.423834	4.2972	0.18882
45	0.129972	1.17769	0.248373
46	0.74115	1.30023	-0.542155
47	0.459977	1.73326	1.45989
48	0.109504	0.468627	-4.11123
49	0.494471	1.68244	0.28967
50	0.757988	0.198942	-0.784928
51	0.504878	0.0174737	-1.17171
52	0.350992	0.594939	-3.01841
53	0.368723	0.52292	2.13367
54	0.891521	0.578386	0.769742
55	0.307835	0.178014	1.98438
56	0.513109	0.760795	1.20219
57	0.583247	0.826006	-9.66822
58	0.802742	1.63008	3.4601
59	0.836679	2.58732	1.33012
60	0.204456	0.236403	0.061233
61	0.786382	0.357562	-0.947406
62	0.972554	2.48849	-0.102677
63	0.730963	2.70654	0.627336
64	0.402611	0.020857	691.933
65	0.48064	0.892794	-1.19405
66	0.643158	1.43547	19.0999
67	0.363922	0.515853	-0.578201
68	0.117346	0.462753	-0.242248
69	0.267008	0.262829	71.1661
70	0.0939831	4.0593	-5.07887
71	0.725843	0.0322494	0.192248
72	0.223784	0.560694	-1.83924
73	0.559159	0.817722	-3.79406
74	0.49403	0.615677	2.40005
75	0.169648	0.185893	0.181279
76	0.00018936	3.74603	0.768752
77	0.883748	0.198443	1.94912
78	0.666843	0.26857	-0.907999
79	0.218918	0.491844	-1.12194
80	0.856456	0.73347	9.48387
81	0.68796	0.0512671	0.635906
82	0.965105	0.672833	0.0240861
83	0.33965	0.554995	-1.59385
84	0.542314	1.71012	3.70066
85	0.11448	0.449569	2.12275
86	0.553758	0.440014	0.811872
87	0.61855	0.179484	-1.13601
88	0.30001	0.0295582	5.90142
89	0.416546	0.469912	0.871976
90	0.686888	0.904167	-0.318186
91	0.877699	2.57605	-1.68556
92	0.715235	1.12209	-0.876053
93	0.167356	0.837244	0.41656
94	0.946495	0.36831	0.746213
95	0.999355	0.643169	2.40257
96	0.88113	1.14299	-0.251548
97	0.92087	1.55039	-2.21699
98	0.271603	0.61234	-0.485304
99	0.652961	0.407631	0.127592
100	0.601238	1.16442	0.358661
101	0.91313	0.548022	-3.19262
102	0.293487	0.921704	-1.12712
103	0.633083	0.160259	-1.70492
104	0.114572	0.283851	-12.332
105	0.319053	0.387804	0.542891
106	0.82554	0.217814	-0.765018
107	0.461919	0.163627	-0.0999763
108	0.844932	0.912342	0.223802
109	0.719983	0.505244	0.0182602
110	0.12149	0.798629	0.77388
111	0.519658	0.622324	-2.08403
112	0.29114	0.168738	0.44076
113	0.169066	0.776192	0.263238
114	0.969295	0.132283	0.0518575
115	0.882865	0.696723	-0.635185
116	0.937678	0.367314	-0.140748
117	0.597882	2.89364	0.336094
118	0.054546	0.744043	-0.620827
119	0.323979	0.174327	0.755443
120	0.247868	0.967457	-0.467164
121	0.478242	0.0496023	-11.0351
122	9.40932e-05	0.396405	2.12485
123	0.0091906	0.424257	48.2257
124	0.894412	2.67893	-1.69202
125	0.483366	0.189807	0.764172
126	0.729895	0.989651	-0.810846
127	0.688492	0.414561	6.14434
128	0.593787	0.788026	-7.50792
129	0.384611	0.854899	-10.1758
130	0.445672	2.15155	1.21726
131	0.368421	0.742223	-0.596898
132	0.669456	2.43637	0.182975
133	0.231935	2.14449	-1.00712
134	0.644459	2.08989	1.34662
135	0.26853	0.101383	17.2584
136	0.920516	0.804363	-1.91406
137	0.812598	1.86791	1.26089
138	0.811873	0.215396	0.292809
139	0.367151	0.126722	2.70164
140	0.88258	0.0153951	-0.549306
141	0.934082	1.21116	-0.185779
142	0.237026	0.028215	0.317563
143	0.0268586	2.40602	3.80256
144	0.220281	0.495432	1.74185
145	0.860723	0.408982	0.537847
146	0.816414	1.58011	-0.127922
147	0.447719	0.615102	-0.710553
148	0.0886173	0.105604	0.504043
149	0.532323	0.424499	0.0601983
150	0.720221	0.724291	-0.422508
151	0.32581	2.66124	-0.391754
152	0.864789	1.22477	-2.87936
153	0.446498	0.2871	-0.28817
154	0.828942	0.311987	1.51347
155	0.800702	2.87211	0.376791
156	0.923608	0.588213	2.76244
157	0.39041	1.62598	0.151451
158	0.322855	0.856853	-0.639479
159	0.169862	0.443806	-8.53085
160	0.0668083	1.1642	2.54475
161	0.813821	1.73874	6.73405
162	0.602788	0.540953	-2.8506
163	0.947951	0.990773	-0.0238348
164	0.997508	0.0705186	-0.477879
165	0.452229	0.573923	-0.992565
166	0.687218	1.00752	-0.22197
167	0.578446	0.103929	-3.76191
168	0.752093	0.581962	0.900587
169	0.900717	0.224828	-0.455945
170	0.686542	1.27576	1.11973
171	0.794166	0.277138	-2.35497
172	0.378137	0.0226416	0.442068
173	0.926742	0.94972	-0.0122123
174	0.187367	0.318202	2.68336
175	0.508245	1.5853	-0.535091
176	0.212711	0.116617	1.10291
177	0.270376	1.26247	-0.229943
178	0.143787	0.313278	-0.360561
179	0.840651	2.41279	0.591843
180	0.923142	2.55431	-0.596076
181	0.0466234	0.810092	-2.43085
182	0.893445	1.08488	-2.04698
183	0.996181	0.260384	0.710728
184	0.793654	1.3142	-2.21681
185	0.326011	0.685135	-7.31111
186	0.387109	2.08639	3.66868
187	0.163123	0.690805	0.213612
188	0.566358	0.124193	-0.754587
189	0.372096	0.927512	0.54118
190	0.803553	0.338582	-52.769
191	0.258751	1.94564	2.65635
192	0.182982	0.898559	-6.2077
193	0.860127	1.23423	2.61904
194	0.0476914	1.79539	0.7073
195	0.476155	3.24869	4.29886
196	0.952053	1.85659	0.916228
197	0.347794	0.0355853	-4.54373
198	0.798687	2.68309	-23.4146
199	0.360312	0.00417845	-0.0813079
200	0.631618	0.616993	-1.59279
201	0.631371	1.45701	0.0627452
202	0.854558	2.48813	2.65698
203	0.140008	0.844829	-2.947
204	0.535178	0.61566	-1.858
205	0.369296	2.70361	-0.889456
206	0.547714	0.615212	-3.56735
207	0.752395	2.47076	0.602881
208	0.622261	0.592176	-0.0784364
209	0.617245	0.0772966	1.50479
210	0.487759	1.03813	0.40306
211	0.311349	0.341499	-3.39199
212	0.427816	0.515481	-0.919035
213	0.477323	0.654729	-0.938349
214	0.298376	1.32669	-0.886804
215	0.488046	0.639899	-5.22526
216	0.13774	0.730089	0.0243066
217	0.858475	1.37789	2.03799
218	0.297535	0.851315	3.20771
219	0.597523	2.11281	-11.4495
220	0.871655	2.57541	-0.965038
221	0.971392	0.263609	39.2716
222	0.136777	0.18501	2.35057
223	0.229678	2.85672	1.98236
224	0.747513	1.09076	-0.955366
225	0.390984	2.7951	7.33986
226	0.646708	0.491349	5.252
227	0.544764	0.947517	-2.37797
228	0.253432	1.6552	-3.37167
229	0.721083	1.11392	2.06269
230	0.881788	1.85504	-1.80884
231	0.295849	0.947797	-0.889919
232	0.236847	0.933751	-0.669569
233	0.653931	0.0527799	-0.819727
234	0.436314	0.00998007	-3.94429
235	0.0739347	1.10048	0.599007
236	0.0548679	0.384219	-0.249129
237	0.751865	0.63148	0.0026724
238	0.302307	2.49765	405.357
239	0.931836	0.902129	1.61105
240	0.446585	0.866798	-1.48233
241	0.967395	0.291874	0.186736
242	0.114694	0.701551	-1.68572
243	0.573082	0.557624	-0.439824
244	0.0407539	0.491056	6.94295
245	0.793796	0.518743	-1.94799
246	0.804283	0.123205	0.349684
247	0.740849	0.591528	2.03813
248	0.372282	0.193248	-0.793517
249	0.190853	0.237565	-7.15739
250	0.148024	1.05423	-0.27797
251	0.764305	4.78676	-0.774572
252	0.338448	1.36955	34.0823
253	0.905192	4.11781	31.3918
254	0.130895	0.654377	0.940477
255	0.777156	0.827392	0.130166
256	0.38982	0.811396	0.694964
257	0.503661	3.26312	-0.473206
258	0.545469	0.341312	-0.423249
259	0.683118	0.255232	4.92952
260	0.849147	0.0757177	1.5114
261	0.0197432	0.142642	-0.732665
262	0.953272	0.32524	-1.33164
263	0.17935	0.734108	1.0943
264	0.730494	0.499955	0.772544
265	0.39135	0.257657	-1.56843
266	0.584909	0.176645	3.30565
267	0.141733	1.017	-0.0684171
268	0.655919	0.790512	-0.127141
269	0.314331	0.400778	-10.0919
270	0.500619	3.52062	0.528149
271	0.411456	1.39926	0.746595
272	0.0219231	1.88598	0.0996246
273	0.376617	0.444538	2.20938
274	0.375401	2.84276	-0.854761
275	0.893334	0.322768	-1.46929
276	0.755571	0.221535	-1.25082
277	0.656168	1.50891	-0.821121
278	0.587592	0.668896	-3.41073
279	0.181519	0.0419902	1.70355
280	0.841971	0.859931	-4.35448
281	0.801465	0.435127	-8.38174
282	0.320284	0.371777	0.369628
283	0.372668	1.01516	-1.04896
284	0.541064	0.496247	4.1068
285	0.0616871	0.0228563	0.688218
286	0.543262	1.1368	-0.308512
287	0.921755	0.415417	-3.95247
288	0.801264	0.391791	-0.569179
289	0.0470217	0.131396	4.59736
290	0.910055	0.800062	-0.477722
291	0.358957	0.540083	0.208701
292	0.99827	0.495065	2.24953
293	0.0859425	0.8718	-0.849024
294	0.629985	1.54112	0.484173
295	0.341324	0.675087	-0.309164
296	0.675708	4.30288	-1.53155
297	0.970163	0.471074	1.47566
298	0.576905	2.98245	-10.5087
299	0.190338	0.818395	-0.632495
300	0.55549	0.776792	0.237321
301	0.360119	1.7369	-0.635058
302	0.561974	0.0332156	-0.0897469
303	0.0022267	0.296879	0.618261
304	0.553803	0.21071	0.490365
305	0.0411273	0.023653	-1.30778
306	0.583007	0.681598	-29.7246
307	0.254752	1.49702	0.514924
308	0.93626	1.79047	0.0490902
309	0.106058	0.429934	-3.30804
310	0.692369	0.0249143	0.0774262
311	0.120763	0.00767845	2.56034
312	0.844388	0.519952	-1.45999
313	0.683888	0.131434	2.82234
314	0.0924067	1.76273	0.627007
315	0.390389	0.306346	2.01673
316	0.215577	1.7047	-4.23535
317	0.380557	1.13977	4.02164
318	0.334066	0.74182	-21.3104
319	0.861481	0.193904	-44.9456
320	0.308824	0.508579	0.454541
321	0.651134	1.55267	-0.115841
322	0.691589	0.258304	-0.422945
323	0.549525	1.89666	2.0851
324	0.566794	1.24581	0.511511
325	0.038509	3.91991	1.89021
