0.328374	1.24854	0.0941681
0.584004	0.293209	2.36583
0.0445381	0.762299	0.657633
0.511843	0.118061	-14.4782
0.53254	0.661554	2.21404
0.47535	1.55226	-1.46318
0.667755	0.988915	0.182101
0.450543	1.39461	-0.384898
0.639778	1.79154	0.329687
0.221522	0.940574	0.248956
0.16449	1.05805	-0.688109
0.3172	1.25923	12.234
0.953718	2.27491	-1.24819
0.63715	0.678133	1.10087
0.147872	1.08917	0.181978
0.540225	1.35255	1.55759
0.737505	1.27575	0.736696
0.80698	0.902001	9.10468
0.753705	0.0457669	0.597223
0.580679	1.4667	-0.50683
0.675027	0.95924	5.60185
0.466085	0.545278	-6.97555
0.498178	0.552154	0.540986
0.18192	0.468551	0.852351
0.606531	1.00327	0.149267
0.721199	0.58404	6.19251
0.237551	0.848509	-1.80775
0.51012	2.21671	1.26543
0.227964	0.864109	-5.70032
0.645308	0.473828	-1.24186
0.471876	0.70653	0.597476
0.442383	0.670574	-1.3965
0.267597	1.01357	4.84774
0.695543	1.61745	2.59337
0.49653	1.72683	1.59956
0.614641	0.490866	-0.638509
0.352683	0.86907	-1.79703
0.697437	0.263392	-0.634145
0.542087	0.584942	0.962165
0.0719698	0.548487	1.50488
0.353158	0.708558	0.336821
0.806546	0.73228	-1.06002
0.554717	1.77649	-23.1999
0.469467	0.462072	-0.612108
0.43857	0.59413	8.69193
0.401419	1.1687	-0.857517
0.656087	1.41266	0.725512
0.752254	0.84088	-0.0811884
0.40868	1.44921	2.97477
0.77986	0.643065	-1.05044
0.583391	0.352487	-3.86616
0.59868	0.471253	-1.11371
0.557358	0.878774	0.293142
0.32341	0.75768	-3.00477
0.546916	0.442556	-1.77215
0.64125	1.21438	-62.064
0.403657	0.267473	-20.5611
0.462912	0.605203	-10.5406
0.45422	1.07889	0.0585146
0.585259	1.33977	-1.44916
0.0731314	1.13952	-1.3986
0.321047	0.542925	0.583501
0.836743	1.05404	-1.14264
0.32562	1.13518	1.36084
